,name,main_speaker,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring,Total
1175,"Jonathan Haidt: Religion, evolution, and the ecstasy of self-transcendence",Jonathan Haidt,201,60,76,257,280,464,333,111,69,131,66,77,39,5,2169
1176,Rob Reid: The $8 billion iPod,Rob Reid,1396,64,568,340,157,137,65,80,325,64,36,31,30,9,3302
1177,Brené Brown: Listening to shame,Brené Brown,577,480,4958,902,951,3269,960,1267,986,103,73,55,23,39,14643
1178,Scott Summit: Beautiful artificial limbs,Scott Summit,191,147,152,100,18,17,43,50,28,17,8,2,1,5,779
1179,Mark Raymond: Victims of the city,Mark Raymond,89,41,17,105,98,99,22,25,11,13,43,10,7,5,585
1180,T. Boone Pickens: Let's transform energy -- with natural gas,T. Boone Pickens,41,211,26,296,245,23,41,82,18,59,48,19,11,3,1123
1181,Noel Bairey Merz: The single biggest health threat women face,Noel Bairey Merz,29,15,56,13,331,201,101,72,8,36,21,14,8,20,925
1182,"Taylor Wilson: Yup, I built a nuclear fusion reactor",Taylor Wilson,365,286,389,589,170,142,50,94,120,45,34,209,26,26,2545
1183,"Billy Collins: Everyday moments, caught in time",Billy Collins,246,289,156,433,130,7,60,23,9,22,23,7,2,13,1420
1184,Jer Thorp: Make data more human,Jer Thorp,190,108,147,69,47,221,22,28,100,35,9,32,34,16,1058
1185,Peter Saul: Let's talk about dying,Peter Saul,24,342,322,49,323,118,384,68,82,10,25,9,48,23,1827
1186,Donald Sadoway: The missing link to renewable energy,Donald Sadoway,514,903,761,424,320,107,319,34,59,33,26,44,44,11,3599
1187,Regina Dugan: From mach-20 glider to hummingbird drone,Regina Dugan,78,55,60,738,203,261,412,433,135,141,53,77,23,18,2687
1188,"Leymah Gbowee: Unlock the intelligence, passion, greatness of girls",Leymah Gbowee,586,65,192,122,119,304,10,24,61,2,7,2,9,2,1505
1189,"Ayah Bdeir: Building blocks that blink, beep and teach",Ayah Bdeir,84,575,424,171,266,84,93,78,30,21,11,61,5,6,1909
1190,Marco Tempest: A magical tale (with augmented reality),Marco Tempest,511,239,230,190,277,98,342,38,29,21,60,87,11,17,2150
1191,Daniel Schnitzer: Inventing is the easy part. Marketing takes work,Daniel Schnitzer,255,91,132,90,23,13,23,5,23,20,9,17,12,6,719
1192,Rick Falkvinge: I am a pirate,Rick Falkvinge,156,66,54,148,310,185,28,27,62,26,11,7,22,30,1132
1193,Tierney Thys +  Plankton Chronicles Project: The secret life of plankton,Tierney Thys +  Plankton Chronicles Project,166,402,381,244,9,78,53,44,46,5,20,7,4,7,1466
1194,"Sherry Turkle: Connected, but alone?",Sherry Turkle,674,1115,2095,1307,1587,333,225,176,198,49,154,211,57,79,8260
1195,"Chip Kidd: Designing books is no laughing matter. OK, it is.",Chip Kidd,300,933,263,372,126,52,411,118,212,88,44,53,22,7,3001
1196,Jack Choi: On the virtual dissection table,Jack Choi,45,108,140,49,43,19,111,6,28,13,7,10,4,4,587
1197,Lucy McRae: How can technology transform the human body?,Lucy McRae,76,236,156,209,178,210,368,157,106,112,32,14,63,55,1972
1198,"Carvens Lissaint: ""Put the financial aid in the bag""",Carvens Lissaint,233,229,136,51,113,89,99,62,102,57,121,81,24,30,1427
1199,Jonathan Foley: The other inconvenient truth,Jonathan Foley,539,60,23,484,130,209,31,157,7,65,87,30,11,22,1855
1200,Frank Warren: Half a million secrets,Frank Warren,298,1062,175,1185,89,420,350,31,42,2,13,21,51,17,3756
1201,Frans de Waal: Moral behavior in animals,Frans de Waal,1173,1279,1779,500,596,74,258,249,35,214,17,10,28,20,6232
1202,Melinda Gates: Let's put birth control back on the agenda,Melinda Gates,77,54,310,389,243,231,76,25,37,23,25,17,48,6,1561
1203,Tal Golesworthy: How I repaired my own heart,Tal Golesworthy,482,239,19,222,338,119,233,109,14,13,27,2,32,13,1862
1204,Abigail Washburn: Building US-China relations ... by banjo,Abigail Washburn,406,85,351,16,92,32,16,67,27,46,65,7,6,4,1220
1205,Atul Gawande: How do we heal medicine?,Atul Gawande,631,162,28,525,247,505,150,116,51,58,8,21,4,8,2514
1206,Drew Curtis: How I beat a patent troll,Drew Curtis,110,248,241,145,84,47,85,67,17,7,22,5,8,7,1093
1207,Taryn Simon: The stories behind the bloodlines,Taryn Simon,40,66,95,93,30,57,162,41,110,49,61,19,27,7,857
1208,Laura Carstensen: Older people are happier,Laura Carstensen,199,224,76,79,83,33,27,20,70,21,12,71,4,6,925
1209,Christina Warinner: Tracking ancient diseases using ... plaque,Christina Warinner,136,174,224,52,66,25,24,13,8,3,9,9,8,4,755
1210,Brian Greene: Is our universe the only universe?,Brian Greene,300,1462,788,82,256,461,128,614,227,58,51,73,74,16,4590
1211,Michael Norton: How to buy happiness,Michael Norton,663,1265,281,390,592,181,106,184,118,36,47,8,33,64,3968
1212,Jon Bergmann: Just how small is an atom?,Jon Bergmann,436,264,198,121,147,553,83,79,39,24,25,62,21,14,2066
1213,Eduardo Paes: The 4 commandments of cities,Eduardo Paes,47,209,19,215,81,105,50,7,111,115,17,13,34,13,1036
1214,Nancy Lublin: Texting that saves lives,Nancy Lublin,219,324,173,111,232,15,96,68,45,79,32,14,5,10,1423
1215,Joe Smith: How to use a paper towel,Joe Smith,1357,1081,520,82,178,461,105,105,58,173,71,105,7,891,5194
1216,Brenda Romero: Gaming for understanding,Brenda Romero,162,332,188,112,133,79,32,93,129,53,40,73,28,33,1487
1217,Liz Diller: A new museum wing ... in a giant bubble,Liz Diller,58,26,71,51,66,52,43,25,6,36,27,22,14,10,507
1218,Amory Lovins: A 40-year plan for energy,Amory Lovins,104,403,33,111,426,325,201,136,45,192,57,18,12,19,2082
1219,Reuben Margolin: Sculpting waves in wood and time,Reuben Margolin,143,115,293,8,7,87,98,20,3,4,10,2,6,10,806
1220,Gary Kovacs: Tracking our online trackers,Gary Kovacs,910,492,1513,745,256,132,44,311,113,24,26,24,21,31,4642
1221,Rory Sutherland: Perspective is everything,Rory Sutherland,689,540,759,737,657,347,24,69,31,15,25,15,60,20,3988
1222,Tavi Gevinson: A teen just trying to figure it out,Tavi Gevinson,44,42,144,49,180,69,245,111,101,327,507,56,49,118,2042
1223,Rick Guidotti: From stigma to supermodel,Rick Guidotti,71,225,270,89,15,56,21,73,30,20,7,15,2,9,903
1224,Michael Tilson Thomas: Music and emotion through time,Michael Tilson Thomas,326,481,37,49,339,225,46,13,7,60,38,9,16,12,1658
1225,JP Rangaswami: Information is food,JP Rangaswami,201,110,150,145,178,168,85,31,19,20,55,10,13,8,1193
1226,"Karen Bass: Unseen footage, untamed nature",Karen Bass,143,424,250,5,154,53,15,6,15,9,1,5,1,1,1082
1227,Joshua Foer: Feats of memory anyone can do,Joshua Foer,1435,1693,1542,286,164,480,343,95,111,253,55,24,24,28,6533
1228,"Renny Gleeson: 404, the story of a page not found",Renny Gleeson,757,98,317,303,216,70,253,93,117,30,59,62,26,53,2454
1229,José Bowen: Beethoven the businessman,José Bowen,50,86,37,19,37,33,28,139,39,28,7,30,17,13,563
1230,Bart Knols: 3 new ways to kill mosquitoes,Bart Knols,151,124,224,127,369,83,161,32,20,15,15,2,2,3,1328
1231,Tali Sharot: The optimism bias,Tali Sharot,914,21,50,85,518,383,376,40,130,158,86,57,41,14,2873
1232,Jean-Baptiste Michel: The mathematics of history,Jean-Baptiste Michel,178,120,291,401,91,67,16,204,194,17,31,17,24,15,1666
1233,David Kelley: How to build your creative confidence,David Kelley,2040,424,371,394,312,45,210,35,316,13,87,42,50,6,4345
1234,Carl Schoonover: How to look inside the brain,Carl Schoonover,83,51,65,156,53,5,202,20,10,10,3,17,8,3,686
1235,JR: One year of turning the world inside out,JR,293,106,25,104,83,67,43,14,48,10,17,14,18,9,851
1236,"Michael McDaniel: Cheap, effective shelter for disaster relief",Michael McDaniel,58,211,72,259,100,80,33,19,26,11,4,2,12,7,894
1237,Melissa Garren: The sea we've hardly seen,Melissa Garren,130,21,197,43,29,43,28,38,46,16,14,11,10,12,638
1238,Nathan Wolfe: What's left to explore?,Nathan Wolfe,304,286,88,4,241,9,64,17,11,26,62,16,4,5,1137
1239,Hans Rosling: Religions and babies,Hans Rosling,861,686,411,1178,100,170,266,41,243,34,13,62,18,6,4089
1240,Philippe Petit: The journey across the high wire,Philippe Petit,413,169,136,73,16,26,83,34,11,14,9,65,5,5,1059
1241,Shereen El-Feki: HIV -- how to fight an epidemic of bad laws,Shereen El-Feki,33,72,114,51,21,161,34,28,6,86,5,14,2,4,631
1242,Reggie Watts: Beats that defy boxes,Reggie Watts,225,1167,669,490,218,402,95,199,46,54,65,25,72,19,3746
1243,David MacKay: A reality check on renewables,David MacKay,506,312,121,36,109,41,31,45,44,25,59,35,13,12,1389
1244,Ken Goldberg: 4 lessons from robots about being human,Ken Goldberg,88,90,176,30,29,119,39,117,57,25,17,42,9,13,851
1245,William Noel: Revealing the lost codex of Archimedes,William Noel,135,588,411,355,237,176,3,17,140,63,11,34,7,6,2183
1246,Dalia Mogahed: The attitudes that sparked Arab Spring,Dalia Mogahed,83,33,12,125,152,62,9,55,33,27,11,3,3,3,611
1247,Sebastian Deterding: What your designs say about you,Sebastian Deterding,56,88,112,76,4,36,40,52,12,15,4,20,8,19,542
1248,Quixotic Fusion: Dancing with light,Quixotic Fusion,411,106,68,71,129,15,32,17,20,129,5,19,3,8,1033
1249,Seth Shostak: ET is (probably) out there -- get ready,Seth Shostak,42,215,252,216,104,105,38,85,76,113,11,25,23,22,1327
1250,David Birch: A new way to stop identity theft,David Birch,145,79,28,82,62,73,21,41,29,5,14,11,7,5,602
1251,Juan Enriquez: Will our kids be a different species?,Juan Enriquez,1084,289,171,734,281,1406,323,32,35,90,58,34,84,11,4632
1252,Diane Kelly: What we didn't know about penis anatomy,Diane Kelly,971,531,276,191,118,54,36,21,186,81,63,17,147,32,2724
1253,Terry Moore: Why is 'x' the unknown?,Terry Moore,1772,721,104,1132,196,57,162,67,115,136,19,14,16,22,4533
1254,Damian Palin: Mining minerals from seawater,Damian Palin,199,335,199,132,60,28,10,70,9,1,11,5,16,4,1079
1255,"John Hodgman: Design, explained.",John Hodgman,267,502,53,19,19,22,82,33,182,164,89,71,5,1,1509
1256,Ami Klin: A new way to diagnose autism,Ami Klin,241,160,24,142,23,80,40,36,13,25,4,9,2,4,803
1257,John Hockenberry: We are all designers,John Hockenberry,148,343,75,33,23,10,6,91,58,41,30,14,25,21,918
1258,Rebecca Onie: What if our healthcare system kept us healthy?,Rebecca Onie,278,471,140,39,37,31,174,189,69,33,33,14,11,9,1528
1259,Beeban Kidron: The shared wonder of film,Beeban Kidron,106,64,249,25,103,89,24,51,5,9,19,27,5,1,777
1260,Sarah Parcak: Archaeology from space,Sarah Parcak,223,76,233,29,96,20,70,10,27,11,22,8,3,1,829
1261,LZ Granderson: The myth of the gay agenda,LZ Granderson,536,371,380,282,230,144,51,38,44,69,57,22,47,52,2323
1262,Rodney Mullen: Pop an ollie and innovate!,Rodney Mullen,349,30,129,42,44,118,14,23,56,86,34,19,9,12,965
1263,Megan Kamerick: Women should represent women in media,Megan Kamerick,172,123,94,60,24,12,22,18,18,12,3,17,1,1,577
1264,David R. Dow: Lessons from death row inmates,David R. Dow,871,72,482,464,261,169,68,25,24,51,35,3,8,0,2533
1265,Ivan Oransky: Are we over-medicalized?,Ivan Oransky,125,118,26,18,30,11,62,18,60,26,19,8,11,5,537
1266,Marco Tempest: The electric rise and fall of Nikola Tesla,Marco Tempest,312,746,345,588,383,354,90,94,27,31,20,13,22,15,3040
1267,"Peter Norvig: The 100,000-student classroom",Peter Norvig,305,90,195,34,17,108,124,31,24,4,7,1,1,0,941
1268,Wolfgang Kessling: How to air-condition outdoor spaces,Wolfgang Kessling,49,68,108,7,123,69,33,52,51,12,18,7,14,1,612
1269,Jon Nguyen: Tour the solar system from home,Jon Nguyen,92,80,125,238,112,168,15,13,33,4,8,4,7,0,899
1270,Nirmalya Kumar: India's invisible innovation,Nirmalya Kumar,307,110,104,21,37,28,49,32,8,112,26,13,8,24,879
1271,E.O. Wilson: Advice to a young scientist,E.O. Wilson,153,639,111,124,101,54,13,53,19,4,19,13,30,59,1392
1272,Rives: Reinventing the encyclopedia game,Rives,317,183,223,84,143,111,17,40,12,25,5,6,2,4,1172
1273,Massimo Banzi: How Arduino is open-sourcing imagination,Massimo Banzi,310,506,314,142,155,37,15,45,4,31,20,3,0,0,1582
1274,Don Tapscott: Four principles for the open world,Don Tapscott,227,222,667,154,83,218,56,14,53,20,28,60,8,9,1819
1275,Elyn Saks: A tale of mental illness -- from the inside,Elyn Saks,1381,1078,196,194,288,564,362,25,13,31,44,13,5,11,4205
1276,Boaz Almog: The levitating superconductor,Boaz Almog,1383,20,20,73,378,782,221,366,10,24,32,24,84,16,3433
1277,Alanna Shaikh: How I'm preparing to get Alzheimer's,Alanna Shaikh,377,889,742,96,194,324,64,7,26,56,38,13,45,13,2884
1278,Raghava KK: What's your 200-year plan?,Raghava KK,31,16,34,72,95,40,88,15,49,62,21,31,17,6,577
1279,Cesar Harada: A novel idea for cleaning up oil spills,Cesar Harada,197,406,4,350,73,75,101,38,72,18,13,18,2,7,1374
1280,Usman Riaz + Preston Reed: A young guitarist meets his hero,Usman Riaz + Preston Reed,932,931,537,495,52,149,19,36,12,5,20,9,15,5,3217
1281,Jane McGonigal: The game that can give you 10 extra years of life,Jane McGonigal,709,3210,651,860,1233,871,1218,605,76,225,57,356,119,14,10204
1282,Jonathan Eisen: Meet your microbes,Jonathan Eisen,278,118,18,39,62,29,33,12,12,15,26,2,531,4,1179
1283,"Chris Gerdes: The future race car -- 150mph, and no driver",Chris Gerdes,141,74,93,55,22,9,29,21,44,21,30,5,5,7,556
1284,Marc Goodman: A vision of crimes in the future,Marc Goodman,156,397,86,560,282,304,123,46,224,105,65,18,41,8,2415
1285,Jared Ficklin: New ways to see music (with color! and fire!),Jared Ficklin,12,133,28,52,41,32,45,71,16,4,16,8,5,1,464
1286,Todd Humphreys: How to fool a GPS,Todd Humphreys,316,87,41,70,4,249,12,77,41,8,4,4,8,6,927
1287,Gabriel Barcia-Colombo: Capturing memories in video art,Gabriel Barcia-Colombo,18,97,59,137,43,109,5,3,46,17,8,2,6,14,564
1288,Mina Bissell: Experiments that point to a new understanding of cancer,Mina Bissell,250,421,275,193,348,109,26,95,114,10,8,20,12,6,1887
1289,Jamie Drummond: Let's crowdsource the world's goals,Jamie Drummond,111,62,66,14,11,9,44,26,10,24,11,6,17,2,413
1290,Baba Shiv: Sometimes it's good to give up the driver's seat,Baba Shiv,128,73,56,57,25,49,47,11,3,2,17,11,4,4,487
1291,Matt Mills: Image recognition that triggers augmented reality,Matt Mills,235,214,235,51,76,80,17,17,12,34,8,11,2,5,997
1292,Neil Harbisson: I listen to color,Neil Harbisson,103,396,1210,434,18,418,581,252,137,46,35,11,12,739,4392
1293,John Graham-Cumming: The greatest machine that never was,John Graham-Cumming,232,66,247,19,20,4,69,29,30,5,47,3,7,7,785
1294,Vinay Venkatraman: Technology crafts for the digitally underserved,Vinay Venkatraman,83,189,158,43,7,55,33,23,8,14,5,2,1,0,621
1295,James Stavridis: A Navy Admiral's thoughts on global security,James Stavridis,40,177,145,86,40,131,44,4,22,63,5,20,16,6,799
1296,Malte Spitz: Your phone company is watching,Malte Spitz,293,688,304,31,42,73,18,121,149,128,29,13,23,4,1916
1297,Tracy Chevalier: Finding the story inside the painting,Tracy Chevalier,45,117,32,64,25,35,11,223,149,177,44,41,19,6,988
1298,Ramesh Raskar: Imaging at a trillion frames per second,Ramesh Raskar,656,913,220,1294,322,293,10,11,39,11,21,27,16,8,3841
1299,Michael Hansmeyer: Building unimaginable shapes,Michael Hansmeyer,180,195,116,133,38,12,16,41,14,104,7,41,12,6,915
1300,Noah Wilson-Rich: Every city needs healthy honey bees,Noah Wilson-Rich,175,195,48,131,29,35,84,35,25,7,15,16,11,8,814
1301,Giles Duley: When a reporter becomes the story,Giles Duley,48,5,50,421,314,17,128,8,61,4,4,1,1,0,1062
1302,Michael Anti: Behind the Great Firewall of China,Michael Anti,245,474,33,26,24,130,335,155,101,19,27,46,9,58,1682
1303,Stephen Ritz: A teacher growing green in the South Bronx,Stephen Ritz,785,182,181,168,99,112,121,132,200,7,8,1,5,3,2004
1304,Daphne Koller: What we're learning from online education,Daphne Koller,1529,654,177,454,555,655,248,132,29,65,11,16,23,15,4563
1305,Becci Manson: (Re)touching lives through photos,Becci Manson,271,294,86,12,27,19,60,2,16,17,6,2,2,3,817
1306,Mark Applebaum: The mad scientist of music,Mark Applebaum,89,155,41,101,25,108,109,41,29,51,20,10,19,37,835
1307,Hannah Fry: Is life really that complex?,Hannah Fry,108,194,118,98,77,263,40,29,47,17,25,32,6,10,1064
1308,Scilla Elworthy: Fighting with nonviolence,Scilla Elworthy,98,18,525,155,199,210,98,113,50,49,18,21,28,7,1589
1309,Margaret Heffernan: Dare to disagree,Margaret Heffernan,1469,878,678,2020,805,55,206,163,33,25,157,81,13,6,6589
1310,Max Little: A test for Parkinson's with a phone call,Max Little,297,87,54,162,123,74,28,11,16,2,12,1,1,0,868
1311,Pam Warhurst: How we can eat our landscapes,Pam Warhurst,149,991,240,23,15,8,301,126,450,214,97,161,6,3,2784
1312,Kirby Ferguson: Embrace the remix,Kirby Ferguson,449,206,255,330,64,114,79,91,37,8,38,7,31,3,1712
1313,Lisa Kristine: Photos that bear witness to modern slavery,Lisa Kristine,508,863,983,742,206,732,159,27,28,24,16,29,20,32,4369
1314,Mark Forsyth: What's a snollygoster? A short lesson in political speak,Mark Forsyth,181,49,48,99,82,19,2,7,11,20,4,8,9,3,542
1315,Ivan Krastev: Can democracy exist without trust?,Ivan Krastev,26,125,267,18,196,63,34,86,95,17,3,36,11,7,984
1316,Caitria + Morgan O'Neill: How to step up in the face of disaster,Caitria + Morgan O'Neill,30,67,90,29,190,6,47,72,97,7,9,11,5,9,669
1317,Jon Ronson: Strange answers to the psychopath test,Jon Ronson,356,1417,684,283,580,227,259,121,86,52,170,221,151,70,4677
1318,"Timothy Prestero: Design for people, not awards",Timothy Prestero,212,209,306,144,95,35,12,18,38,3,22,1,2,0,1097
1319,Rob Legato: The art of creating awe,Rob Legato,383,435,132,113,255,223,7,57,12,113,12,19,12,12,1785
1320,Robert Neuwirth: The power of the informal economy,Robert Neuwirth,249,105,118,4,32,13,71,31,7,23,25,9,28,12,727
1321,Shyam Sankar: The rise of human-computer cooperation,Shyam Sankar,31,56,192,47,28,142,96,82,15,5,13,6,24,26,763
1322,"Antony Gormley: Sculpted space, within and without",Antony Gormley,68,29,57,26,28,50,14,12,17,5,6,2,6,0,320
1323,Jonathan Trent: Energy from floating algae pods,Jonathan Trent,53,149,144,231,94,139,20,41,20,13,7,4,3,2,920
1324,Kent Larson: Brilliant designs to fit more people in every city,Kent Larson,1560,327,229,45,28,66,33,264,143,14,12,13,4,2,2740
1325,Scott Fraser: Why eyewitnesses get it wrong,Scott Fraser,235,269,319,59,74,36,9,56,54,33,22,15,21,9,1211
1326,Vikram Patel: Mental health for all by involving all,Vikram Patel,128,165,32,23,169,47,43,3,18,42,10,5,0,0,685
1327,Leslie T. Chang: The voices of China's workers,Leslie T. Chang,100,21,204,218,26,433,174,41,74,106,19,51,44,21,1532
1328,Susan Solomon: The promise of research with stem cells,Susan Solomon,44,86,66,119,12,18,16,31,175,92,13,24,20,3,719
1329,Wayne McGregor: A choreographer's creative process in real time,Wayne McGregor,28,30,128,14,135,141,29,31,56,22,17,40,16,11,698
1330,Beth Noveck: Demand a more open-source government,Beth Noveck,112,131,17,40,42,30,22,22,94,22,23,3,8,3,569
1331,Tristram Stuart: The global food waste scandal,Tristram Stuart,559,101,164,406,417,25,37,112,32,18,28,2,7,4,1912
1332,Sarah-Jayne Blakemore: The mysterious workings of the adolescent brain,Sarah-Jayne Blakemore,51,978,187,489,191,32,39,31,118,56,58,26,30,18,2304
1333,Julian Treasure: Why architects need to use their ears,Julian Treasure,307,221,346,35,75,5,157,35,1,10,24,5,3,5,1229
1334,Andrew Blum: Discover the physical side of the internet,Andrew Blum,114,266,29,471,49,51,21,12,20,54,27,12,30,11,1167
1335,Bandi Mbubi: Demand a fair trade cell phone,Bandi Mbubi,156,30,181,82,11,15,21,108,4,13,19,5,7,1,653
1336,Ed Gavagan: A story about knots and surgeons,Ed Gavagan,107,442,351,228,117,18,1,2,28,12,41,9,4,8,1368
1337,Rachel Botsman: The currency of the new economy is trust,Rachel Botsman,39,389,62,28,304,258,386,109,52,32,57,11,13,9,1749
1338,Andrew McAfee: Are droids taking our jobs?,Andrew McAfee,194,200,208,79,226,5,42,46,43,19,25,9,23,44,1163
1339,"Read Montague: What we're learning from 5,000 brains",Read Montague,45,88,106,17,53,63,131,38,48,11,15,2,5,3,625
1340,Clay Shirky: How the Internet will (one day) transform government,Clay Shirky,349,185,302,83,385,197,71,46,13,6,21,10,13,4,1685
1341,John Lloyd: An animated tour of the invisible,John Lloyd,274,156,660,436,206,16,40,272,62,21,16,21,69,13,2262
1342,Ben Goldacre: What doctors don't know about the drugs they prescribe,Ben Goldacre,831,1126,431,211,485,39,125,46,18,5,20,4,15,8,3364
1343,Bahia Shehab: A thousand times no,Bahia Shehab,284,185,305,15,22,4,39,32,25,11,17,3,1,2,945
1344,Aris Venetikidis: Making sense of maps,Aris Venetikidis,86,75,40,18,150,26,33,39,4,55,6,6,6,13,557
1345,Vicki Arroyo: Let's prepare for our new climate,Vicki Arroyo,255,186,142,41,53,49,40,10,9,6,9,24,14,7,845
1346,Amy Cuddy: Your body language may shape who you are,Amy Cuddy,3586,9787,11111,6217,6305,1428,21210,1129,3232,155,338,335,938,197,65968
1347,Robert Gupta: Between music and medicine,Robert Gupta,60,313,252,19,134,33,68,27,12,12,27,13,1,0,971
1348,Jason McCue: Terrorism is a failed brand,Jason McCue,142,4,93,76,69,93,29,38,45,65,42,14,43,2,755
1349,Shimon Schocken: The self-organizing computer course,Shimon Schocken,55,405,111,31,155,202,170,11,13,33,36,8,5,2,1237
1350,Thomas P. Campbell: Weaving narratives in museum galleries,Thomas P. Campbell,5,45,77,82,56,6,37,84,23,11,5,14,14,6,465
1351,Tim Leberecht: 3 ways to (usefully) lose control of your brand,Tim Leberecht,52,80,8,254,21,167,85,37,20,13,10,14,101,13,875
1352,"John Maeda: How art, technology and design inform creative leaders",John Maeda,135,46,24,112,70,61,42,175,73,10,22,27,9,2,808
1353,Ruby Wax: What's so funny about mental illness?,Ruby Wax,232,601,907,94,449,127,357,83,42,85,58,34,89,22,3180
1354,Melissa Marshall: Talk nerdy to me,Melissa Marshall,523,430,227,382,157,367,113,69,96,49,33,13,89,12,2560
1355,Maurizio Seracini: The secret lives of paintings,Maurizio Seracini,33,135,105,18,27,4,66,10,26,13,43,5,6,2,493
1356,Eddie Obeng: Smart failure for a fast-changing world,Eddie Obeng,229,72,259,156,346,125,33,33,50,127,13,17,61,19,1540
1357,John Wilbanks: Let's pool our medical data,John Wilbanks,113,38,18,181,14,53,122,68,7,1,8,2,10,0,635
1358,"Beau Lotto + Amy O'Toole: Science is for everyone, kids included",Beau Lotto + Amy O'Toole,134,447,176,77,81,131,117,60,38,81,6,12,17,29,1406
1359,Heather Brooke: My battle to expose government corruption,Heather Brooke,52,369,21,36,223,219,185,20,62,19,15,6,14,3,1244
1360,"Ryan Merkley: Online video -- annotated, remixed and popped",Ryan Merkley,31,88,91,186,129,33,60,35,9,8,7,11,2,4,694
1361,"Pankaj Ghemawat: Actually, the world isn't flat",Pankaj Ghemawat,39,63,108,35,241,83,37,55,35,15,23,16,7,4,761
1362,David Pizarro: The strange politics of disgust,David Pizarro,281,242,109,39,44,89,17,17,27,9,16,10,5,0,905
1363,Lemn Sissay: A child of the state,Lemn Sissay,344,196,106,13,52,71,83,31,109,6,11,9,14,7,1052
1364,Doris Kim Sung: Metal that breathes,Doris Kim Sung,191,213,359,35,68,56,4,118,48,6,35,13,3,6,1155
1365,Marco Tempest: A cyber-magic card trick like no other,Marco Tempest,552,13,456,60,88,14,26,222,150,242,11,53,22,10,1919
1366,Rory Stewart: Why democracy matters,Rory Stewart,181,140,12,123,67,63,38,86,15,44,10,20,7,6,812
1367,Sanjay Pradhan: How open data is changing international aid,Sanjay Pradhan,36,73,115,58,11,23,20,8,15,4,5,3,1,3,375
1368,Emma Teeling: The secret of the bat genome,Emma Teeling,207,49,133,50,26,17,43,67,6,29,10,17,4,4,662
1369,"Adam Garone: Healthier men, one moustache at a time",Adam Garone,307,172,74,54,57,73,81,20,4,15,2,10,5,0,874
1370,Faith Jegede Cole: What I've learned from my autistic brothers,Faith Jegede Cole,480,250,110,615,9,100,38,32,91,75,15,18,5,13,1851
1371,Matt Killingsworth: Want to be happier? Stay in the moment,Matt Killingsworth,283,294,81,537,174,133,38,149,19,8,34,33,16,18,1817
1372,Jake Wood: A new mission for veterans -- disaster relief,Jake Wood,140,51,93,41,47,9,7,4,14,16,6,1,3,0,432
1373,Gary Greenberg: The beautiful nano details of our world,Gary Greenberg,169,330,37,332,70,57,4,12,3,21,6,4,2,1,1048
1374,Georgette Mulheir: The tragedy of orphanages,Georgette Mulheir,55,129,98,15,2,163,51,16,8,19,2,6,2,2,568
1375,Jeff Hancock: The future of lying,Jeff Hancock,357,37,40,218,105,15,69,98,9,48,28,8,11,20,1063
1376,Julie Burstein: 4 lessons in creativity,Julie Burstein,421,135,55,82,139,191,94,15,76,19,9,19,21,8,1284
1377,Arunachalam Muruganantham: How I started a sanitary napkin revolution!,Arunachalam Muruganantham,175,332,681,297,227,125,87,77,48,17,4,6,5,2,2083
1378,Hannah Brencher: Love letters to strangers,Hannah Brencher,42,61,155,765,748,79,263,7,77,98,20,22,17,18,2372
1379,"Leah Buechley: How to ""sketch"" with electronics",Leah Buechley,162,47,45,132,37,96,92,73,8,10,7,8,16,4,737
1380,David Binder: The arts festival revolution,David Binder,17,12,96,45,28,29,13,7,47,11,7,2,7,0,321
1381,Daphne Bavelier: Your brain on video games,Daphne Bavelier,285,103,691,347,148,41,83,73,32,63,12,28,46,17,1969
1382,Amos Winter: The cheap all-terrain wheelchair,Amos Winter,52,322,125,37,275,49,97,37,2,30,4,2,12,4,1048
1383,Sleepy Man Banjo Boys: Teen wonders play bluegrass,Sleepy Man Banjo Boys,285,366,16,182,135,25,25,5,5,22,1,7,2,0,1076
1384,Louie Schwartzberg: Nature. Beauty. Gratitude.,Louie Schwartzberg,4399,27,32,3422,793,131,176,352,98,1110,192,45,10,27,10814
1385,Candy Chang: Before I die I want to ...,Candy Chang,55,2572,502,366,307,1394,119,223,203,85,37,80,38,21,6002
1386,Ernesto Sirolli: Want to help someone? Shut up and listen!,Ernesto Sirolli,1100,250,2108,695,377,596,616,197,54,224,20,4,7,10,6258
1387,Jonas Eliasson: How to solve traffic jams,Jonas Eliasson,174,103,43,155,319,111,74,17,95,19,32,20,25,10,1197
1388,Janine Shepherd: A broken body isn't a broken person,Janine Shepherd,842,1471,117,370,190,90,280,7,23,4,13,11,14,8,3440
1389,Munir Virani: Why I love vultures,Munir Virani,100,248,68,160,18,45,79,10,40,5,3,8,4,0,788
1390,"Paolo Cardini: Forget multitasking, try monotasking",Paolo Cardini,328,397,457,62,193,107,284,62,44,62,104,45,25,11,2181
1391,Bobby Ghosh: Why global jihad is losing,Bobby Ghosh,26,275,74,80,134,9,12,24,12,126,79,22,6,0,879
1392,Ludwick Marishane: A bath without water,Ludwick Marishane,85,341,465,257,46,139,94,20,78,44,47,9,4,3,1632
1393,Jeff Smith: Lessons in business ... from prison,Jeff Smith,186,77,26,106,18,56,80,97,34,6,7,5,2,6,706
